"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LVA","GGDEBT","TOT","PC_GDP","A","2016",49.71552,
"LVA","GGDEBT","TOT","PC_GDP","A","2017",47.02869,
"LVA","GGDEBT","TOT","PC_GDP","A","2018",45.64805,
"LVA","GGDEBT","TOT","PC_GDP","A","2019",47.20433,
"COL","GGDEBT","TOT","PC_GDP","A","2015",68.5365,
"COL","GGDEBT","TOT","PC_GDP","A","2016",73.09144,
"COL","GGDEBT","TOT","PC_GDP","A","2017",75.18874,
"COL","GGDEBT","TOT","PC_GDP","A","2018",88.96687,
"COL","GGDEBT","TOT","PC_GDP","A","2019",82.77155,
"LTU","GGDEBT","TOT","PC_GDP","A","1995",13.16115,
"LTU","GGDEBT","TOT","PC_GDP","A","1996",15.91078,
"LTU","GGDEBT","TOT","PC_GDP","A","1997",29.14341,
"LTU","GGDEBT","TOT","PC_GDP","A","1998",28.59606,
"LTU","GGDEBT","TOT","PC_GDP","A","1999",32.50801,
"LTU","GGDEBT","TOT","PC_GDP","A","2000",34.47862,
"LTU","GGDEBT","TOT","PC_GDP","A","2001",33.54134,
"LTU","GGDEBT","TOT","PC_GDP","A","2002",32.02085,
"LTU","GGDEBT","TOT","PC_GDP","A","2003",28.59027,
"LTU","GGDEBT","TOT","PC_GDP","A","2004",27.29397,
"LTU","GGDEBT","TOT","PC_GDP","A","2005",24.92341,
"LTU","GGDEBT","TOT","PC_GDP","A","2006",21.97565,
"LTU","GGDEBT","TOT","PC_GDP","A","2007",19.40425,
"LTU","GGDEBT","TOT","PC_GDP","A","2008",17.13637,
"LTU","GGDEBT","TOT","PC_GDP","A","2009",34.18004,
"LTU","GGDEBT","TOT","PC_GDP","A","2010",45.47081,
"LTU","GGDEBT","TOT","PC_GDP","A","2011",45.6827,
"LTU","GGDEBT","TOT","PC_GDP","A","2012",51.18573,
"LTU","GGDEBT","TOT","PC_GDP","A","2013",47.92086,
"LTU","GGDEBT","TOT","PC_GDP","A","2014",52.58745,
"LTU","GGDEBT","TOT","PC_GDP","A","2015",53.33852,
"LTU","GGDEBT","TOT","PC_GDP","A","2016",50.88945,
"LTU","GGDEBT","TOT","PC_GDP","A","2017",47.00182,
"LTU","GGDEBT","TOT","PC_GDP","A","2018",40.67271,
"LTU","GGDEBT","TOT","PC_GDP","A","2019",44.53668,
