Date,Close
1/02/2019,99.76
1/03/2019,97.6
1/04/2019,100.83
1/07/2019,103.11
1/08/2019,104.25
1/09/2019,104.78
1/10/2019,104.48
1/11/2019,104.58
1/14/2019,103.94
1/15/2019,104.88
1/16/2019,104.64
1/17/2019,105.35
1/18/2019,106.81
1/22/2019,105.21
1/23/2019,105.42
1/24/2019,105.86
1/25/2019,107.03
1/28/2019,106.41
1/29/2019,105.72
1/30/2019,107.8
1/31/2019,108.78
2/01/2019,107.19
2/04/2019,107.89
2/05/2019,108.9
2/06/2019,108.45
2/07/2019,107.56
2/08/2019,107.13
2/11/2019,107.32
2/12/2019,108.97
2/13/2019,109.71
2/14/2019,109.31
2/15/2019,110.06
2/19/2019,110.51
2/20/2019,110.73
2/21/2019,110.51
2/22/2019,111.11
2/25/2019,110.74
2/26/2019,110.89
2/27/2019,110.81
2/28/2019,110.21
3/01/2019,111.1
3/04/2019,110.75
3/05/2019,111.03
3/06/2019,110.51
3/07/2019,109.17
3/08/2019,108.41
3/11/2019,109.9
3/12/2019,110.21
3/13/2019,110.6
3/14/2019,110.27
3/15/2019,110.6
3/18/2019,111.67
3/19/2019,112.23
3/20/2019,112.39
3/21/2019,113.93
3/22/2019,111.67
3/25/2019,112.33
3/26/2019,112.81
3/27/2019,112.58
3/28/2019,113.26
3/29/2019,113.85
4/01/2019,115.1
4/02/2019,115.08
4/03/2019,115.89
4/04/2019,116.83
4/05/2019,117.52
4/08/2019,117.94
4/09/2019,116.88
4/10/2019,117.44
4/11/2019,117.59
4/12/2019,118.32
4/15/2019,118.56
4/16/2019,119.08
4/17/2019,119.31
4/18/2019,119.27
4/22/2019,118.82
4/23/2019,120.24
4/24/2019,120.35
4/25/2019,119.72
4/26/2019,120.67
4/29/2019,120.25
4/30/2019,120.07
5/01/2019,118.61
5/02/2019,118.7
5/03/2019,120.1
5/06/2019,119.37
5/07/2019,117.56
5/08/2019,117.6
5/09/2019,117.12
5/10/2019,117.29
5/13/2019,113.8
5/14/2019,114.95
5/15/2019,115.73
5/16/2019,116.8
5/17/2019,115.91
5/20/2019,115.09
5/21/2019,115.89
5/22/2019,114.7
5/23/2019,113.28
5/24/2019,113.43
5/28/2019,112.68
5/29/2019,111.68
5/30/2019,112.41
5/31/2019,110.94
6/03/2019,110.01
6/04/2019,112.99
6/05/2019,113.55
6/06/2019,114.13
6/07/2019,115.78
6/10/2019,116.76
6/11/2019,117.21
6/12/2019,117.18
6/13/2019,118.23
