Date,Open,High,Low,Close,Volume
1/2/1990 16:00:00,2753.2,2811.65,2732.51,2810.15,16242678
1/3/1990 16:00:00,2810.15,2834.04,2786.26,2809.73,19275340
1/4/1990 16:00:00,2809.73,2821.46,2766.42,2796.08,17738964
1/5/1990 16:00:00,2796.08,2810.15,2758.11,2773.25,15887899
1/8/1990 16:00:00,2773.25,2803.97,2753.41,2794.37,14041844
1/9/1990 16:00:00,2794.37,2810.79,2760.03,2766,15555168
1/10/1990 16:00:00,2766,2772.82,2725.47,2750.64,17637742
1/11/1990 16:00:00,2750.64,2783.27,2748.29,2760.67,15472987
1/12/1990 16:00:00,2735.92,2735.92,2675.98,2689.21,18428480
1/15/1990 16:00:00,2689.21,2698.11,2656.36,2669.37,14089949
1/16/1990 16:00:00,2669.37,2698.38,2634.17,2692.62,18647962
1/17/1990 16:00:00,2692.62,2711.39,2643.77,2659.13,17084528
1/18/1990 16:00:00,2659.13,2678.11,2625.85,2666.38,17898314
1/19/1990 16:00:00,2666.38,2696.89,2657.85,2677.9,18599856
1/22/1990 16:00:00,2677.9,2683.33,2595.27,2600.45,14870664
1/23/1990 16:00:00,2600.45,2639.64,2584.01,2615.32,17969472
1/24/1990 16:00:00,2615.32,2619.59,2534.23,2604.5,20828752
1/25/1990 16:00:00,2604.5,2628.83,2546.17,2561.04,17264924
1/26/1990 16:00:00,2561.04,2591.67,2516.89,2559.23,19862630
1/29/1990 16:00:00,2559.23,2583.56,2522.97,2553.38,15110191
1/30/1990 16:00:00,2553.38,2576.13,2513.06,2543.24,18643952
1/31/1990 16:00:00,2546.85,2600.9,2546.85,2590.54,19007752
2/1/1990 16:00:00,2590.54,2611.49,2571.85,2586.26,15492029
2/2/1990 16:00:00,2586.26,2623.65,2577.03,2602.7,16476191
2/5/1990 16:00:00,2602.7,2633.56,2592.12,2622.52,13123827
2/6/1990 16:00:00,2622.52,2629.5,2588.29,2606.31,13436514
2/7/1990 16:00:00,2606.31,2651.35,2579.28,2640.09,18712102
2/8/1990 16:00:00,2640.09,2674.32,2622.3,2644.37,17662798
2/9/1990 16:00:00,2644.37,2666.67,2628.15,2648.2,14723341
2/12/1990 16:00:00,2648.2,2652.48,2610.59,2619.14,11865062
2/13/1990 16:00:00,2619.14,2639.19,2592.57,2624.1,14480808
2/14/1990 16:00:00,2624.1,2643.69,2608.11,2624.32,13883496
2/15/1990 16:00:00,2624.32,2658.78,2614.86,2649.55,17501444
2/16/1990 16:00:00,2649.55,2669.37,2623.65,2635.59,16720728
2/20/1990 16:00:00,2619.14,2619.14,2579.05,2596.85,14762427
2/21/1990 16:00:00,2596.85,2602.48,2556.31,2583.56,15959055
