Date,Close
12/10/1998,0.6207
12/11/1998,0.6208
12/14/1998,0.6191
12/15/1998,0.6234
12/16/1998,0.6237
12/17/1998,0.6201
12/18/1998,0.6191
12/21/1998,0.6153
12/22/1998,0.6123
12/23/1998,0.6089
12/24/1998,0.6105
12/25/1998,0.6093
12/28/1998,0.6075
12/29/1998,0.612
12/30/1998,0.6105
12/31/1998,0.613
1/01/1999,0.6121
1/04/1999,0.622
1/05/1999,0.621
1/06/1999,0.6282
1/07/1999,0.6343
1/08/1999,0.6345
1/11/1999,0.639
1/12/1999,0.6353
1/13/1999,0.6308
1/14/1999,0.6295
1/15/1999,0.6338
1/18/1999,0.6344
1/19/1999,0.639
1/20/1999,0.6391
1/21/1999,0.6412
1/22/1999,0.6334
1/25/1999,0.6309
1/26/1999,0.6303
1/27/1999,0.6282
1/28/1999,0.6268
1/29/1999,0.63
2/01/1999,0.6357
2/02/1999,0.6374
2/03/1999,0.641
2/04/1999,0.6475
2/05/1999,0.6507
2/08/1999,0.6495
2/09/1999,0.6453
2/10/1999,0.6464
2/11/1999,0.6469
2/12/1999,0.6465
2/15/1999,0.6457
2/16/1999,0.6352
2/17/1999,0.6355
2/18/1999,0.636
2/19/1999,0.6403
2/22/1999,0.6412
2/23/1999,0.6403
2/24/1999,0.6328
2/25/1999,0.6248
2/26/1999,0.6185
3/01/1999,0.6207
3/02/1999,0.6215
3/03/1999,0.6216
3/04/1999,0.6265
3/05/1999,0.628
3/08/1999,0.6312
3/09/1999,0.6344
3/10/1999,0.6371
3/11/1999,0.6363
3/12/1999,0.636
3/15/1999,0.6289
3/16/1999,0.6249
3/17/1999,0.6275
3/18/1999,0.6284
3/19/1999,0.6298
3/22/1999,0.6369
3/23/1999,0.6392
3/24/1999,0.6365
3/25/1999,0.638
3/26/1999,0.635
3/29/1999,0.6318
3/30/1999,0.627
3/31/1999,0.6342
4/01/1999,0.634
4/02/1999,0.6341
4/05/1999,0.6312
4/06/1999,0.6291
4/07/1999,0.6258
4/08/1999,0.6265
4/09/1999,0.6309
4/12/1999,0.6337
4/13/1999,0.6362
4/14/1999,0.6352
4/15/1999,0.6435
4/16/1999,0.6469
4/19/1999,0.65
4/20/1999,0.6469
4/21/1999,0.6462
4/22/1999,0.6514
4/23/1999,0.6514
4/26/1999,0.6485
4/27/1999,0.6499
4/28/1999,0.6544
4/29/1999,0.6593
4/30/1999,0.6613
5/03/1999,0.662
5/04/1999,0.6594
5/05/1999,0.664
5/06/1999,0.6696
5/07/1999,0.6719
5/10/1999,0.6658
5/11/1999,0.6704
5/12/1999,0.6664
5/13/1999,0.6681
5/14/1999,0.6641
5/17/1999,0.664
5/18/1999,0.6637
5/19/1999,0.6604
5/20/1999,0.6615
5/21/1999,0.6573
5/24/1999,0.658
5/25/1999,0.6492
5/26/1999,0.6487
5/27/1999,0.6489
5/28/1999,0.6521
5/31/1999,0.6484
6/01/1999,0.6435
6/02/1999,0.6441
6/03/1999,0.6488
6/04/1999,0.6587
6/07/1999,0.658
6/08/1999,0.6573
6/09/1999,0.66
6/10/1999,0.6624
6/11/1999,0.6653
6/14/1999,0.663
6/15/1999,0.6577
6/16/1999,0.6561
6/17/1999,0.6569
6/18/1999,0.652
6/21/1999,0.6494
6/22/1999,0.6561
6/23/1999,0.6576
6/24/1999,0.6576
6/25/1999,0.6618
6/28/1999,0.6565
6/29/1999,0.656
6/30/1999,0.6675
7/01/1999,0.667
7/02/1999,0.668
7/05/1999,0.6686
7/06/1999,0.6608
7/07/1999,0.667
7/08/1999,0.6665
7/09/1999,0.6658
7/12/1999,0.6616
7/13/1999,0.6589
7/14/1999,0.6572
7/15/1999,0.6607
7/16/1999,0.66
7/19/1999,0.6506
7/20/1999,0.6464
7/21/1999,0.6493
7/22/1999,0.65
7/23/1999,0.648
7/26/1999,0.6478
7/27/1999,0.645
7/28/1999,0.6461
7/29/1999,0.65
7/30/1999,0.6512
8/02/1999,0.651
8/03/1999,0.6547
8/04/1999,0.6594
8/05/1999,0.6548
8/06/1999,0.6529
8/09/1999,0.6543
8/10/1999,0.6526
8/11/1999,0.6509
8/12/1999,0.649
8/13/1999,0.651
8/16/1999,0.649
8/17/1999,0.6498
8/18/1999,0.6467
8/19/1999,0.636
8/20/1999,0.6355
8/23/1999,0.6343
8/24/1999,0.6356
8/25/1999,0.6316
8/26/1999,0.6305
8/27/1999,0.632
8/30/1999,0.6361
8/31/1999,0.6404
9/01/1999,0.637
9/02/1999,0.644
9/03/1999,0.6465
9/06/1999,0.645
9/07/1999,0.6489
9/08/1999,0.647
9/09/1999,0.6528
9/10/1999,0.651
9/13/1999,0.657
9/14/1999,0.6525
9/15/1999,0.6485
9/16/1999,0.6482
9/17/1999,0.6463
9/20/1999,0.6423
9/21/1999,0.6479
9/22/1999,0.651
9/23/1999,0.6494
9/24/1999,0.6504
