Date,Close
1/02/2019,85.2
1/03/2019,83.47
1/04/2019,85.96
1/07/2019,86.29
1/08/2019,86.96
1/09/2019,87.35
1/10/2019,87.52
1/11/2019,87.81
1/14/2019,86.84
1/15/2019,88.4
1/16/2019,88.24
1/17/2019,89.02
1/18/2019,90.08
1/22/2019,89.46
1/23/2019,89.56
1/24/2019,88.81
1/25/2019,88.92
1/28/2019,87.91
1/29/2019,88.34
1/30/2019,89.55
1/31/2019,90.67
2/01/2019,90.75
2/04/2019,90.49
2/05/2019,90.36
2/06/2019,90.77
2/07/2019,89.77
2/08/2019,89.94
2/11/2019,89.83
2/12/2019,91.06
2/13/2019,91.26
2/14/2019,91.47
2/15/2019,92.85
2/19/2019,92.63
2/20/2019,92.52
2/21/2019,91.71
2/22/2019,92.55
2/25/2019,92.68
2/26/2019,92.35
2/27/2019,91.92
2/28/2019,91.65
3/01/2019,92.95
3/04/2019,91.69
3/05/2019,91.64
3/06/2019,90.3
3/07/2019,89.59
3/08/2019,89.4
3/11/2019,90.42
3/12/2019,91.08
3/13/2019,92.06
3/14/2019,91.91
3/15/2019,91.99
3/18/2019,91.85
3/19/2019,92.58
3/20/2019,91.94
3/21/2019,92.3
3/22/2019,90.62
3/25/2019,90.57
3/26/2019,91.19
3/27/2019,90.43
3/28/2019,90.66
3/29/2019,91.75
4/01/2019,91.89
4/02/2019,91.68
4/03/2019,91.56
4/04/2019,91.37
4/05/2019,92
4/08/2019,91.98
4/09/2019,91.74
4/10/2019,91.77
4/11/2019,90.64
4/12/2019,89.81
4/15/2019,90.17
4/16/2019,88.32
4/17/2019,85.78
4/18/2019,85.92
4/22/2019,85.97
4/23/2019,87.33
4/24/2019,87.23
4/25/2019,88.13
4/26/2019,89.01
4/29/2019,88.85
4/30/2019,89.26
5/01/2019,89.1
5/02/2019,89.48
5/03/2019,90.16
5/06/2019,90.62
5/07/2019,88.88
5/08/2019,89.07
5/09/2019,88.88
5/10/2019,88.91
5/13/2019,87.24
5/14/2019,87.68
5/15/2019,87.94
5/16/2019,88.63
5/17/2019,88.44
5/20/2019,88.4
5/21/2019,89.23
5/22/2019,89.74
5/23/2019,89.43
5/24/2019,89.56
5/28/2019,88.28
5/29/2019,87.43
5/30/2019,87.91
5/31/2019,87.28
6/03/2019,87.49
6/04/2019,88.94
6/05/2019,89.61
6/06/2019,90.07
6/07/2019,91.01
6/10/2019,91.28
6/11/2019,91.13
6/12/2019,91.57
6/13/2019,91.46
6/14/2019,91.25
6/17/2019,91.66
6/18/2019,92.44
6/19/2019,93.27
6/20/2019,93.68
6/21/2019,93.73
6/24/2019,93.24
6/25/2019,92.86
6/26/2019,91.69
6/27/2019,92.33
6/28/2019,92.64
7/01/2019,93.1
7/02/2019,93.6
7/03/2019,94.4
7/05/2019,93.75
7/08/2019,93.05
7/09/2019,93.14
7/10/2019,93.46
7/11/2019,93.48
7/12/2019,92.44
7/15/2019,92.64
7/16/2019,92.18
7/17/2019,92.2
7/18/2019,92.72
7/19/2019,91.76
7/22/2019,91.57
7/23/2019,92.14
7/24/2019,92.19
7/25/2019,91.74
7/26/2019,92.07
7/29/2019,92.45
7/30/2019,92.05
7/31/2019,91.14
8/01/2019,91.26
8/02/2019,91.05
8/05/2019,88.91
8/06/2019,90.06
8/07/2019,90.09
8/08/2019,91.29
8/09/2019,91.4
8/12/2019,90.51
8/13/2019,91.69
8/14/2019,89.14
8/15/2019,89.45
8/16/2019,90.55
8/19/2019,91.42
8/20/2019,90.64
8/21/2019,91.31
8/22/2019,90.86
8/23/2019,88.76
8/26/2019,89.69
8/27/2019,89.16
8/28/2019,89.81
8/29/2019,90.49
8/30/2019,90.6
9/03/2019,90.07
9/04/2019,90.13
9/05/2019,91.02
9/06/2019,91.27
9/09/2019,90.43
9/10/2019,90.69
9/11/2019,91.59
9/12/2019,91.56
9/13/2019,91.51
9/16/2019,91.31
9/17/2019,91.45
9/18/2019,91.44
9/19/2019,91.87
9/20/2019,92
9/23/2019,91.51
9/24/2019,90.67
9/25/2019,90.23
9/26/2019,89.73
9/27/2019,89.33
9/30/2019,90.13
10/01/2019,89.25
10/02/2019,87.95
10/03/2019,88.74
10/04/2019,90.13
10/07/2019,89.83
10/08/2019,88.12
10/09/2019,88.76
10/10/2019,89.2
10/11/2019,89.94
10/14/2019,89.9
10/15/2019,91.54
10/16/2019,91.42
10/17/2019,92.1
10/18/2019,91.76
10/21/2019,91.66
10/22/2019,91.86
10/23/2019,92.43
10/24/2019,91.96
10/25/2019,92.06
10/28/2019,93.01
10/29/2019,94.33
10/30/2019,94.86
10/31/2019,94.75
11/01/2019,94.87
11/04/2019,94.58
11/05/2019,93.91
11/06/2019,94.23
11/07/2019,94.44
11/08/2019,95.13
11/11/2019,94.74
11/12/2019,95.31
11/13/2019,95.42
11/14/2019,95.43
11/15/2019,97.46
11/18/2019,97.13
11/19/2019,97.79
11/20/2019,97.66
11/21/2019,97.91
11/22/2019,98.26
11/25/2019,99.41
11/26/2019,99.33
11/27/2019,99.84
11/29/2019,99.49
12/02/2019,99.05
12/03/2019,98.83
12/04/2019,99.75
12/05/2019,99.75
12/06/2019,100.41
12/09/2019,99.71
12/10/2019,99.93
12/11/2019,100.02
12/12/2019,100.95
12/13/2019,100.88
12/16/2019,101.97
12/17/2019,101.86
12/18/2019,102
12/19/2019,102.4
12/20/2019,102.7
12/23/2019,103.11
12/24/2019,102.98
12/26/2019,102.91
12/27/2019,102.94
12/30/2019,101.66
12/31/2019,101.86
1/02/2020,102.13
1/03/2020,101.24
1/06/2020,101.87
1/07/2020,101.67
1/08/2020,102.33
1/09/2020,102.77
1/10/2020,102.8
1/13/2020,102.44
1/14/2020,103.06
1/15/2020,103.95
1/16/2020,104.49
1/17/2020,104.49
1/21/2020,104.6
1/22/2020,104.73
1/23/2020,104.2
1/24/2020,102.46
1/27/2020,101.68
1/28/2020,102.18
1/29/2020,101.9
1/30/2020,101.16
1/31/2020,99.14
2/03/2020,100.04
2/04/2020,101.8
2/05/2020,103.76
2/06/2020,103.85
2/07/2020,103.04
2/10/2020,103.59
2/11/2020,104.21
2/12/2020,104.34
2/13/2020,103.85
2/14/2020,103.93
2/18/2020,103.56
2/19/2020,104.04
2/20/2020,103.37
2/21/2020,103.43
2/24/2020,100.17
2/25/2020,97.13
2/26/2020,97.12
2/27/2020,93.82
2/28/2020,92.61
3/02/2020,96.95
3/03/2020,94.54
3/04/2020,99.99
3/05/2020,97.67
3/06/2020,97.15
3/09/2020,92.1
3/10/2020,95.26
3/11/2020,91.62
3/12/2020,84.78
3/13/2020,90.66
3/16/2020,81.72
3/17/2020,86.85
3/18/2020,83.97
3/19/2020,82.25
3/20/2020,79.09
3/23/2020,74.62
3/24/2020,80.37
3/25/2020,81.44
3/26/2020,86.85
3/27/2020,84.99
3/30/2020,88.97
3/31/2020,88.58
4/01/2020,85.21
4/02/2020,87.57
4/03/2020,86.78
4/06/2020,91.33
4/07/2020,90.58
4/08/2020,94.31
4/09/2020,94.83
4/13/2020,94
4/14/2020,97.12
4/15/2020,96.62
4/16/2020,98.73
4/17/2020,100.78
4/20/2020,99.98
4/21/2020,96.94
4/22/2020,98.42
4/23/2020,98.96
4/24/2020,100.29
4/27/2020,101.58
4/28/2020,99.53
4/29/2020,100.19
4/30/2020,99.73
5/01/2020,97.83
5/04/2020,97.78
5/05/2020,99.9
5/06/2020,98.91
5/07/2020,98.9
5/08/2020,99.41
5/11/2020,101.12
5/12/2020,99.58
5/13/2020,98.5
5/14/2020,99.58
5/15/2020,100.42
5/18/2020,101.25
5/19/2020,100.03
5/20/2020,100.15
5/21/2020,99.41
5/22/2020,99.62
5/26/2020,99.44
5/27/2020,100.47
5/28/2020,101.78
5/29/2020,103.01
6/01/2020,101.99
6/02/2020,102.58
6/03/2020,102.38
6/04/2020,101.57
6/05/2020,103.21
6/08/2020,103.92
6/09/2020,102.84
6/10/2020,102.68
6/11/2020,96.97
6/12/2020,97.6
6/15/2020,97.82
6/16/2020,100.23
6/17/2020,100.13
6/18/2020,99.79
6/19/2020,100.75
6/22/2020,99.94
6/23/2020,100.37
6/24/2020,97.75
6/25/2020,98.71
6/26/2020,97.51
6/29/2020,98.39
6/30/2020,100.07
7/01/2020,100.84
7/02/2020,101.6
7/06/2020,102.63
7/07/2020,101.74
7/08/2020,101.75
7/09/2020,100.95
7/10/2020,100.71
7/13/2020,101.28
7/14/2020,103.29
7/15/2020,104.63
7/16/2020,104.46
7/17/2020,105.89
7/20/2020,105.87
7/21/2020,105.8
7/22/2020,106.75
7/23/2020,106.27
7/24/2020,105.1
7/27/2020,105.89
7/28/2020,105.77
7/29/2020,106.88
7/30/2020,106.14
7/31/2020,105.53
8/03/2020,106.62
8/04/2020,106.15
8/05/2020,106.64
8/06/2020,106.07
8/07/2020,106.41
8/10/2020,106.05
8/11/2020,105.38
8/12/2020,107.15
8/13/2020,107.01
8/14/2020,106.8
8/17/2020,107.43
8/18/2020,107.4
8/19/2020,107.05
8/20/2020,106.71
8/21/2020,106.82
8/24/2020,106.33
8/25/2020,107.05
8/26/2020,106.92
8/27/2020,107.76
8/28/2020,108
8/31/2020,108.26
9/01/2020,107.29
9/02/2020,109.44
9/03/2020,106.46
9/04/2020,105.7
9/08/2020,103.96
9/09/2020,105.8
9/10/2020,104.18
9/11/2020,104.59
9/14/2020,106.09
9/15/2020,106.23
9/16/2020,106.05
9/17/2020,105.7
9/18/2020,105.54
9/21/2020,103.18
9/22/2020,102.96
9/23/2020,101.9
9/24/2020,101.39
9/25/2020,103.02
9/28/2020,103.95
9/29/2020,103.82
9/30/2020,105.48
10/01/2020,105.12
10/02/2020,104.16
10/05/2020,106.3
10/06/2020,104.89
10/07/2020,106.87
10/08/2020,107.39
10/09/2020,108.36
10/12/2020,109.1
10/13/2020,108.27
10/14/2020,107.64
10/15/2020,106.86
10/16/2020,107.92
10/19/2020,106.21
10/20/2020,106.35
10/21/2020,105.82
10/22/2020,107.42
10/23/2020,107.82
10/26/2020,106.62
10/27/2020,105.89
10/28/2020,102.53
10/29/2020,101.69
10/30/2020,101.66
11/02/2020,103.49
11/03/2020,105
11/04/2020,109.66
11/05/2020,109.88
11/06/2020,109.92
11/09/2020,110.95
11/10/2020,111.27
11/11/2020,111.13
11/12/2020,110.72
11/13/2020,112.12
11/16/2020,111.93
11/17/2020,111.2
11/18/2020,109.13
11/19/2020,109.05
11/20/2020,108.8
11/23/2020,108.52
11/24/2020,108.84
11/25/2020,108.44
11/27/2020,109.44
11/30/2020,109.74
12/01/2020,110.66
12/02/2020,111.49
12/03/2020,111.35
12/04/2020,112.54
12/07/2020,111.85
12/08/2020,112.7
12/09/2020,112.31
12/10/2020,112.12
12/11/2020,111.68
12/14/2020,110.84
12/15/2020,112.04
12/16/2020,111.71
12/17/2020,112.91
12/18/2020,113
12/21/2020,111.41
12/22/2020,111.07
12/23/2020,111.15
12/24/2020,111.47
12/28/2020,111.75
12/29/2020,112.28
12/30/2020,112.26
12/31/2020,113.44
1/04/2021,112.95
1/05/2021,113.77
1/06/2021,115.33
1/07/2021,116.83
1/08/2021,117.39
1/11/2021,117.94
1/12/2021,116.66
1/13/2021,116.98
1/14/2021,116.61
1/15/2021,116.97
1/19/2021,117.85
1/20/2021,118.5
1/21/2021,117.94
1/22/2021,117.59
1/25/2021,118.36
1/26/2021,117.92
1/27/2021,114.34
1/28/2021,116.01
1/29/2021,115.03
2/01/2021,115.47
2/02/2021,115.8
2/03/2021,114.98
2/04/2021,115.46
2/05/2021,115.67
2/08/2021,115.81
2/09/2021,115.98
2/10/2021,116.19
2/11/2021,116.41
2/12/2021,117.28
2/16/2021,116.12
2/17/2021,116.54
2/18/2021,115.81
2/19/2021,114.41
2/22/2021,114.14
2/23/2021,113.95
2/24/2021,114.74
2/25/2021,113.59
2/26/2021,112.61
3/01/2021,114.08
3/02/2021,113.75
3/03/2021,112.31
3/04/2021,110.8
3/05/2021,113.02
3/08/2021,112.74
3/09/2021,113.4
3/10/2021,113.66
3/11/2021,114.35
3/12/2021,114.6
3/15/2021,115.39
3/16/2021,115.32
3/17/2021,114.9
3/18/2021,114.66
3/19/2021,115.07
3/22/2021,115.67
3/23/2021,114.5
3/24/2021,114.37
3/25/2021,114.85
3/26/2021,117.02
3/29/2021,117.57
3/30/2021,116.51
3/31/2021,116.74
4/01/2021,116.39
4/05/2021,117.2
4/06/2021,116.75
4/07/2021,116.49
4/08/2021,116.67
4/09/2021,117.95
4/12/2021,118.07
4/13/2021,118.56
4/14/2021,118.55
4/15/2021,120.58
4/16/2021,121.48
4/19/2021,121.51
4/20/2021,121.98
4/21/2021,123.42
4/22/2021,122.87
4/23/2021,123.68
4/26/2021,123.26
4/27/2021,122.55
4/28/2021,122.18
4/29/2021,121.69
4/30/2021,121.33
5/03/2021,122.71
5/04/2021,122.84
5/05/2021,123.06
5/06/2021,123.22
5/07/2021,124.07
5/10/2021,124.23
5/11/2021,122.89
5/12/2021,121.73
5/13/2021,122.83
5/14/2021,123.45
5/17/2021,123.22
5/18/2021,123.26
5/19/2021,123.05
5/20/2021,124.34
5/21/2021,124.36
5/24/2021,124.48
5/25/2021,124.11
5/26/2021,123.39
5/27/2021,123.12
5/28/2021,123.6
6/01/2021,121.57
6/02/2021,121.33
6/03/2021,121.7
6/04/2021,122.09
6/07/2021,122.53
6/08/2021,122.15
